fact_id,timeframe,applies_to,scope,statement,value,unit,period,source_id,quote,verification,checked_on,note
guinea-bauxite-china-74,baseline,metals-guinea-china,corridor,A record 74% of Guinea’s bauxite shipments went to China in 2025.,74%,share,2025,bauxiteGuinea,"A record 74% of shipments went to China, according to Chinese customs data",auto,2026-09-14,
china-bauxite-imports-2025,baseline,metals-guinea-china|metals-australia-china-bauxite,importer,China’s bauxite imports jumped 26.4% to 200.5 million tons in 2025.,200.5,million tons,2025,bauxiteGuinea,China's bauxite imports jumped 26.4% in 2025 to 200.5-million tons on Guinean supply,auto,2026-09-14,
china-bauxite-australia-2025,baseline,metals-australia-china-bauxite,corridor,China imported 37.35 million tonnes of Australian bauxite in 2025 (−6.4%).,37.35,million tonnes,2025,bauxiteGACC,China's bauxite imports from Australia declined by 6.4 per cent from the prior year to 37.35 million tonnes last year.,auto,2026-09-14,
australia-bauxite-2025,baseline,metals-australia-china-bauxite|metals-australia-china-alumina,exporter,Australia exported 44.23 Mt of bauxite in 2025; the rest of its output was converted to alumina domestically.,44.23,Mt,2025,ausAluminiumCouncil,"44.23 Mt of bauxite was exported, and the remainder converted to Australian alumina.",auto,2026-09-14,
china-alumina-australia,current,metals-australia-china-alumina,corridor,"Australia supplied 414,600 tonnes of China’s alumina imports in June 2026, 91.7% of the month’s total.",91.7,per cent,2026-06,aluminaChina,"Imports from Australia reached 414,600 tonnes, up by roughly 133,400 tonnes from the previous month and accounting for 91.7 per cent of total imports for the month.",auto,2026-09-14,
china-alumina-h1-2026,current,metals-australia-china-alumina,importer,"China’s alumina imports reached 2.28 million tonnes in H1 2026, up 748.79% year on year.",2.28,million tonnes,H1 2026,aluminaChina,"In the first half of 2026, cumulative imports totalled 2.28 million tonnes, up 748.79 per cent year-on-year",auto,2026-09-14,
mideast-aluminium-7mt,baseline,metals-uae-japan-aluminium,exporter,"The Middle East produced nearly 7 million tons of primary aluminium, about 9% of global supply.",9%,share,2025,rusalJapan,"The Middle East produced nearly 7 million metric tons of primary aluminium last year, or 9% of global supply, according to analysts.",auto,2026-09-14,
japan-aluminium-uae-400kt,baseline,metals-uae-japan-aluminium|metals-russia-japan-aluminium,corridor,"Japan relied on the Middle East for 27% of its 2.1 million tons of aluminium imports, 400,000 tons from the UAE.","400,000",tons,2025,rusalJapan,"Japan relied on the region for 27% of its 2.1 million tons of imports with the biggest share - 400,000 tons - coming from the UAE.",auto,2026-09-14,
japan-aluminium-russia-68kt,baseline,metals-russia-japan-aluminium,corridor,"Japan imported 143,000 tons of aluminium from China but only 68,000 tons from Russia (Trade Data Monitor).","68,000",tons,2025,rusalJapan,"It also imported 143,000 tons from China but only 68,000 tons from Russia, according to Trade Data Monitor.",auto,2026-09-14,
japan-premium-353,current,metals-uae-japan-aluminium|metals-russia-japan-aluminium,market,"Japanese buyers agreed premiums of $350–353 per ton for April–June 2026, the highest in 11 years.",353,US$ per ton,2026 Q2,rusalJapan,"Japanese buyers recently agreed to pay premiums of $350 to $353 per ton for aluminium between April and June, the highest in 11 years",auto,2026-09-14,
rusal-reroute-japan,current,metals-russia-japan-aluminium,status,"Rusal plans to reroute some aluminium from China to Japan and other Asian markets as the Iran war reshapes trade (Reuters, April 2026).",,,2026-04,rusalJapan,"LONDON/BEIJING, April 8 (Reuters) - Russia's Rusal plans to reroute some of its aluminium away from China to Japan and other Asian markets",auto,2026-09-14,
china-cu-conc-2025,baseline,metals-chile-china|metals-peru-china,importer,"China imported 30.365 million dmt of copper ore and concentrate in 2025, +7.8%.",30.365,million dmt,2025,copperChina,"From January to December 2025, China’s cumulative imports of copper ore and concentrate reached 30.365 million dmt, representing a cumulative year-on-year increase of 7.8%.",auto,2026-09-14,
china-cu-chile-peru,baseline,metals-chile-china|metals-peru-china,corridor,In 2025 China imported 9.64 million dmt of copper concentrate from Chile (+4.39%) and 7.42 million dmt from Peru (+6.12%).,9.64,million dmt,2025,copperChina,"In 2025, China imported 9.64 million dmt of copper concentrate from Chile, up 4.39% year-on-year; 7.42 million dmt from Peru, up 6.12% year-on-year",auto,2026-09-14,
chile-cu-mine-2025,baseline,metals-chile-china|metals-chile-japan-copper,exporter,"Chile’s copper mine production was an estimated 5,300 thousand tonnes in 2025 (USGS).","5,300",thousand metric tons,2025 (estimate),copperUSGS26,"Chile 5,510 5,300 1,940 1,700 180,000",auto,2026-09-14,"USGS table row: mine production 2024, 2025e; refinery production 2024, 2025e; reserves (thousand metric tons)."
chile-japan-largest,baseline,metals-chile-japan-copper,corridor,Chile accounts for 20% of world copper reserves and production and is Japan’s largest supplier of the metal.,20,percent,2025,japanCopperJBIC,"It is known as a copper powerhouse, accounting for 20 percent of the world’s reserves and production, and is Japan’s largest supplier of the metal.",auto,2026-09-14,
china-refined-cu-drc-43,baseline,metals-drc-china-copper,corridor,"The DRC supplied approximately 43% of China’s refined copper imports in 2025, against 26% in 2023.",43%,share,2025,drcCopperMysteel,"In contrast, imports from the DRC accounted for approximately 43% of China's total refined copper imports in 2025, compared with 42% in 2024 and 26% in 2023.",auto,2026-09-14,
china-refined-cu-2025,baseline,metals-drc-china-copper,importer,"China’s refined copper imports totalled 3.363 million tonnes in 2025, down from 3.755 million in 2024.",3.363,million tonnes,2025,drcCopperMysteel,"Imports totaled 3.363 million tonnes in 2025, down from 3.755 million tonnes in 2024",auto,2026-09-14,
drc-cu-mine-2025,baseline,metals-drc-china-copper,exporter,"The DRC’s copper mine production was an estimated 3,200 thousand tonnes in 2025 (USGS).","3,200",thousand metric tons,2025 (estimate),copperUSGS26,"Congo (Kinshasa) 2,990 3,200 2,560 2,800 80,000",auto,2026-09-14,"USGS table row: mine production 2024, 2025e; refinery production 2024, 2025e; reserves (thousand metric tons)."
indonesia-ni-jan-jul,baseline,metals-indonesia-china-nickel,corridor,"China received 7,861,025 tonnes, 95.71%, of Indonesia’s nickel product exports in January–July 2025.",95.71%,share,2025-01/07,indonesiaNickel,"During this seven-month period, exports were mainly directed to China with 7,861,025 tonnes (95.71%)",auto,2026-09-14,
indonesia-ni-npi,baseline,metals-indonesia-china-nickel,exporter,"Nickel pig iron made up 6,628,389 tonnes of Indonesia’s nickel product exports in January–July 2025.","6,628,389",tonnes,2025-01/07,indonesiaNickel,"From January to July 2025, total nickel product exports reached 8,213,806 tonnes, consisting of NPI at 6,628,389 tonnes",auto,2026-09-14,
indonesia-ni-ore-imports,baseline,metals-philippines-indonesia-nickel,corridor,Indonesia imported 15.33 million tonnes of nickel ore from the Philippines in 2025.,15.33,million tonnes,2025,indonesiaNickelOre,"The majority of these imports came from the Philippines, with a volume reaching 15.33 million tonnes.",auto,2026-09-14,
philippines-ni-2024,baseline,metals-philippines-china-nickel|metals-philippines-indonesia-nickel,exporter,"Philippine nickel ore exports totalled 44.97 million wet tonnes in 2024, +10.1% (Argus).",44.97,million wet metric tonnes,2024,philippinesNickel,"Philippine nickel ore exports totalled 44.97 million wet metric tonnes in 2024, up 10.1% year on year.",auto,2026-09-14,
philippines-ni-china-indonesia,baseline,metals-philippines-china-nickel|metals-philippines-indonesia-nickel,corridor,"In 2024, 35.12 million wmt of Philippine nickel ore went to China and 9.55 million wmt to Indonesia, up from 215,000 wmt a year earlier.",35.12,million wmt,2024,philippinesNickel,"Of this volume, 35.12 million wmt went to China, down 12% from 2023, while 9.55 million wmt went to Indonesia, surging from just 215,000 wmt the year before.",auto,2026-09-14,
philippines-ban-dropped,baseline,metals-philippines-china-nickel,policy,The Philippines removed the planned ban on unprocessed nickel ore exports from its mineral bill in June 2025.,,,2025-06,philippinesBan,The Philippines has removed a provision in its mineral bill that had banned the export of unprocessed nickel ore.,auto,2026-09-14,
china-zinc-australia-peru,baseline,metals-australia-china-zinc|metals-peru-china-zinc,corridor,"In July 2025 Australia supplied 118,800 physical tons (23.69%) of China’s zinc concentrate imports and Peru 92,700 tons (18.48%).",23.69%,share,2025-07,zincSMMjul,"the top three source countries for imports were: Australia, with 118,800 physical tons, accounting for 23.69%; Peru, with 92,700 physical tons, accounting for 18.48%; and Russia, with 59,800 physical tons, accounting for 11.93%",manual,2026-09-14,Page rendered by JavaScript; quote read from the rendered article on 2026-09-14 and not machine-checkable.
australia-zinc-reserves,baseline,metals-australia-china-zinc,exporter,"Australia has the largest zinc reserves, around 64 million tonnes (ILZSG).",64,million tonnes,2024,ilzsg,"Australia has the largest zinc reserves of around 64 million tonnes, followed by China with 44 million tonnes",auto,2026-09-14,
peru-zinc-mine-2025,baseline,metals-peru-china-zinc,exporter,"Peru’s zinc mine production was an estimated 1,500 thousand tonnes in 2025 (USGS).","1,500",thousand metric tons,2025 (estimate),zincUSGS26,"Peru 1,270 1,500 18,000",auto,2026-09-14,"USGS table row: mine production 2024, 2025e, reserves (thousand metric tons)."
zinc-conc-tight-2026,baseline,metals-australia-china-zinc|metals-peru-china-zinc,market,"A tender for Peru’s Antamina zinc units concluded at $(7) per tonne for Q1 2026 shipment, in negative territory.",$(7),per tonne,Q1 2026 shipments (tender concluded before the war),zincSmelters,"A tender for Antamina units was reported concluded at $(7) per tonne for shipment in the first quarter of 2026, dipping into negative territory.",auto,2026-09-14,Treatment-charge tender: low or negative charges signal tight concentrate supply.
indonesia-tin-2025,baseline,metals-indonesia-china-tin|metals-indonesia-singapore-tin,exporter,"Indonesia exported 52,416 tons of tin ingots in 2025.","52,416",tons,2025,tinIBP,"Between January and December 2025, Indonesia exported 52,416 tons of pure tin ingots.",auto,2026-09-14,
indonesia-tin-destinations,baseline,metals-indonesia-china-tin|metals-indonesia-singapore-tin,corridor,"Singapore took 12,298 tons of Indonesian tin in 2025 and China 9,886 tons, ahead of South Korea, India and Japan.","12,298",tons,2025,tinIBP,"Singapore was the largest destination at 12,298 tons, followed by China (9,886 tons), South Korea (8,716 tons), India (5,035 tons), and Japan (4,389 tons).",auto,2026-09-14,
indonesia-tin-largest-exporter,baseline,metals-indonesia-china-tin|metals-indonesia-singapore-tin,exporter,"Indonesia is the world’s largest exporter of refined tin; its production fell below 50,000 tonnes in 2024.","50,000",tonnes,2024,tinITA2,"Tin production in Indonesia fell to its lowest level in more than twenty years to below 50,000 tonnes in 2024.",auto,2026-09-14,
aus-spodumene-h1-2025,baseline,metals-australia-china-lithium|metals-australia-indonesia-lithium,exporter,Australian spodumene exports edged up 2.8% to about 1.98mn t in H1 2025.,1.98,mn t,H1 2025,ausLithium,"Spodumene exports edged up to about 1.98mn t in the first half of the year, up by 2.8pc on the year",auto,2026-09-14,
aus-spodumene-china-94,baseline,metals-australia-china-lithium,corridor,"Almost 94% of Australian spodumene exports, around 1.86mn t, went to China in H1 2025.",1.86,mn t,H1 2025,ausLithium,"Almost 94pc of Australian spodumene exports, or around 1.86mn t, went to China, up by 2pc on the year.",auto,2026-09-14,
aus-spodumene-indonesia,baseline,metals-australia-indonesia-lithium,corridor,"Indonesia imported 66,678t of Australian spodumene in H1 2025, up from 25,098t a year earlier.","66,678",t,H1 2025,ausLithium,"This was followed by Indonesia with 66,678t imported in the first half of 2025, up from 25,098t in the same period a year earlier.",auto,2026-09-14,
china-spodumene-australia,baseline,metals-australia-china-lithium,importer,"China imported 2.79 million tonnes of Australian spodumene in January–September 2025, 50.1% of its imports (64.3% in 2024).",2.79,million tonnes,2025-01/09,chinaSpodumene,"China's spodumene imports from Australia reached 2.79 million tonnes over January-September 2025, a mild year-on-year increase of 1.7%, accounting for 50.1% of the total import volume, which was down palpably compared to the 64.3% share in 2024.",auto,2026-09-14,
bunbury-gateway,baseline,metals-australia-china-lithium|metals-australia-indonesia-lithium,infrastructure,Bunbury Port is the primary export gateway for Western Australian spodumene.,,,2024,ausLithiumShare,Bunbury Port serves as the primary export gateway,auto,2026-09-14,
drc-cobalt-quota-2025,baseline,metals-drc-china-cobalt,policy,"After the export suspension, DRC allowed at most 18,125 tonnes of cobalt exports until the end of 2025.","18,125",tonnes,2025 Q4,drcCobaltQuota,"A maximum of 18,125 tonnes is permitted to be exported until the end of the year, according to the statement by ARECOMS.",auto,2026-09-14,
drc-cobalt-quota-2026,baseline,metals-drc-china-cobalt,policy,"The DRC quota system for 2026 and 2027 sets a base quota of 87,000 tonnes.","87,000",tonnes,2026–2027 (set in 2025),drcCobaltQuota,"Plans for the quota system for 2026 and 2027 were published with a base quota of 87,000 tonnes permitted.",auto,2026-09-14,
china-cobalt-july-2025,baseline,metals-drc-china-cobalt,importer,"China imported 4,143 tonnes of cobalt intermediates in July 2025, down 72.27% year on year.","4,143",tonnes (metal content),2025-07,drcCobaltImports,"China imported 4,143 tonnes (metal content) of cobalt intermediates in July, down by 27.28% from 5,697 tonnes in June and by 72.27% from 14,941 tonnes in July 2024, according to the GACC.",auto,2026-09-14,
drc-cobalt-shortfall,baseline,metals-drc-china-cobalt,status,"DRC cobalt hydroxide exports for Q4 2025 were described as less than half, or about one third, of allocated volumes.",,,2025 Q4–2026 Q1,cobaltDiscrepancy,"Cobalt hydroxide exports were described as “less than a half” and “approximately one third” of the export volumes allocated for the fourth quarter of 2025, sources said, mainly due to delays with paperwork and logistics in the DRC.",auto,2026-09-14,
drc-cobalt-durban,baseline,metals-drc-china-cobalt,infrastructure,Cobalt hydroxide is usually trucked to Durban and shipped from there to China.,,,structural,cobaltDiscrepancy,"Cobalt hydroxide, a feedstock for cobalt metal and battery salts, is usually sent by trucks to the South African port of Durban, where it gets sent into China for processing.",auto,2026-09-14,
sa-chrome-2025,baseline,metals-southafrica-china-chrome,exporter,South Africa’s chrome ore exports rose 15.7% to 23.77 million tonnes in 2025 (SARS).,23.77,million tonnes,2025,saChrome,"with total shipments reaching 23.77 million tonnes, marking a 15.7% increase compared to the 20.55 million tonnes exported in the previous year",auto,2026-09-14,
sa-chrome-china,baseline,metals-southafrica-china-chrome,corridor,"China absorbed 12.55 million tonnes of South African chrome ore in 2025, +24.2%.",12.55,million tonnes,2025,saChrome,"China remained the dominant destination, absorbing 12.55 million tonnes last year, higher by a substantial 24.2% year-on-year, the SARS data show.",auto,2026-09-14,
sa-chrome-restrictions,baseline,metals-southafrica-china-chrome,policy,South Africa’s Cabinet approved export restrictions on chrome ore in July 2025.,,,2025-07,chromeOPIS,South Africa’s Cabinet has approved a series of export restrictions on chrome ore in a last-minute bid to save the country’s vanishing ferro alloys industry.,auto,2026-09-14,
sa-mn-exports-11m,baseline,metals-southafrica-china-manganese,exporter,South Africa exported 24 million tonnes of manganese ore in the first 11 months of 2025 (SARS).,24,million tonnes,2025-01/11,mnPocketbook,Data from SARS shows that 24 million tonnes of manganese ore were exported in the first 11 months of 2025.,auto,2026-09-14,
sa-mn-40-export-market,baseline,metals-southafrica-china-manganese,exporter,South Africa accounts for about 40% of the global manganese ore export market.,40%,share,2025,mnPocketbook,"The country is also the world’s leading producer of manganese ore, accounting for about 40% of the global export market.",auto,2026-09-14,
china-mn-seaborne-70,baseline,metals-southafrica-china-manganese|metals-gabon-china-manganese|metals-australia-china-manganese,importer,China consumes nearly 70% of the seaborne manganese ore market.,70%,share,2025,saManganese,China consumes nearly 70% of the seaborne manganese ore market.,auto,2026-09-14,
china-mn-suppliers,baseline,metals-southafrica-china-manganese|metals-gabon-china-manganese|metals-australia-china-manganese,corridor,"In 2024 South Africa supplied 41.9% of China’s manganese ore imports by value, Australia 20.8% and Gabon 18.5% (GTAIC).",41.9%,share (value),2024,mnGtaic,"South Africa with a share of 41.9% in total country's imports of Manganese Ores and Concentrates >20% in 2024 (expressed in US$) , Australia with a share of 20.8% , Gabon with a share of 18.5%",auto,2026-09-14,"Shares by value, not tonnage. The same report gives other shares for a trailing-twelve-month period."
mn-producers-usgs,baseline,metals-southafrica-china-manganese|metals-gabon-china-manganese|metals-australia-china-manganese,exporter,"Gabon’s manganese mine production was an estimated 4,600 thousand tonnes in 2024 (USGS).","4,600",thousand metric tons (Mn content),2024 (estimate),usgsManganese,"Gabon e4,490 4,600 61,000",auto,2026-09-14,"USGS table row: mine production 2023, 2024e, reserves. Rows for South Africa (7,300 7,400) and Australia (2,860 2,800) are in the same table."
gabon-mn-ban-2029,baseline,metals-gabon-china-manganese,policy,Gabon’s president announced that manganese ore exports would be banned by 2029.,2029,,2025,saManganese,Gabon’s newly elected president announced this month that manganese ore exports would be banned by 2029 in order to promote local beneficiation.,auto,2026-09-14,
ree-china-japan-zero,current,metals-china-japan-rareearths,corridor,"China shipped no gallium, dysprosium, terbium or yttrium to Japan in June 2026, extending a zero-export streak.",,,2026-06,reeCrux,"China shipped no gallium, dysprosium, terbium, or yttrium to Japan in June, extending the zero-export streak under controls linked to the diplomatic dispute over Japan's Taiwan comments.",auto,2026-09-14,
ree-takaichi,baseline,metals-china-japan-rareearths,policy,The restrictions followed Prime Minister Sanae Takaichi’s November 2025 comments on Taiwan.,November 2025,,2025-11,reeCrux,"The restrictions, introduced after a diplomatic dispute triggered by Japanese Prime Minister Sanae Takaichi's November 2025 comments on Taiwan",auto,2026-09-14,
ree-april-2025-controls,baseline,metals-china-japan-rareearths,policy,China announced its first export restrictions on heavy rare earths and permanent magnets on 4 April 2025.,,,2025-04,csisRareEarth,"It started on April 4, when China announced its first round of export restrictions on heavy rare earth elements and permanent magnets",auto,2026-09-14,
iea-ree-refining-91,baseline,metals-china-japan-rareearths|metals-malaysia-china-rareearths|metals-australia-malaysia-rareearths,market,"China represents about 91% of global rare earth separation and refining, with Malaysia a distant second.",91%,share,2024,ieaCritical,"China’s dominance is even greater in the separation and refining stages, representing about 91% of global production, with Malaysia a distant second.",auto,2026-09-14,
china-ree-imports-malaysia,baseline,metals-malaysia-china-rareearths,corridor,"Malaysia supplied 13,700 tons, 10.6% of China’s rare earth imports in 2024, behind Myanmar (44,400 tons, ~34%).","13,700",tons,2024,reeChinaBriefing,"Myanmar continues to be its largest source of imports, supplying around 34 percent of China’s REE imports last year, with a total of 44,400 metric tons, followed by Malaysia, which supplied 13,700 tons, accounting for 10.6 percent of total imports.",auto,2026-09-14,
lynas-mount-weld-kuantan,baseline,metals-australia-malaysia-rareearths,corridor,Lynas ships mixed rare earth carbonate concentrate from Mount Weld in Western Australia to Kuantan for separation.,,,structural,lynasMalaysia,Lynas Rare Earths ships mixed rare earth carbonate concentrate from its Mount Weld mine in Western Australia to Kuantan for cracking and separation into individual oxide streams,auto,2026-09-14,
lynas-lamp-outside-china,baseline,metals-australia-malaysia-rareearths|metals-malaysia-china-rareearths,infrastructure,Kuantan’s LAMP is described as the most commercially significant rare earth separation facility outside China.,,,structural,lynasMalaysia,cementing Kuantan’s Lynas Advanced Materials Plant (LAMP) as the most commercially significant rare earth separation facility outside China,auto,2026-09-14,
eu-russian-lng-ban,baseline,lng-yamal-europe,policy,An EU ban on imports of Russian LNG takes effect on 1 January 2027.,2027,,2027,yamalHighNorth,"keeping imports from the Kremlin’s Arctic flagship Yamal LNG project flowing at an unrelenting pace despite an agreed ban that will take effect on Jan. 1, 2027",auto,2026-09-14,
lng-disruption-10bcf,current,lng-qatar-china|lng-qatar-europe,status,"LNG supply disruptions, mostly in Qatar, represented over 10 Bcf/d, 20% of global supply, in April 2026.",10 Bcf/d,,2026-04,eiaUsLng2027,"The disruptions, mostly concentrated in Qatar, currently represent over 10 Bcf/d, or 20% of global supply .",auto,2026-09-14,
china-saudi-crude-oct-2025,baseline,crude-gulf-china,corridor,"China imported 7.02 million tonnes of Saudi crude in October 2025, about 1.65 million b/d, up 21% year on year.",7.02,million tonnes,2025-10,agbiChina,"Imports from Saudi Arabia, which is the second‑largest supplier to China, jumped 21 percent year on year to 7.02 million tonnes, or 1.65 million barrels per day, last month.",auto,2026-09-14,
iraq-india-collapse,current,crude-gulf-india,corridor,"Iraq, which supplied India with 1.0–1.5 mbpd before the disruption, fell to just 0.1–0.3 mbpd after Hormuz closed.",1.5,mbpd,2026-03/04,axsIndia,Iraq — which previously supplied 1.0–1.5 mbpd — collapsed to just 0.1–0.3 mbpd.,auto,2026-09-14,
japan-crude-uae-saudi,baseline,crude-gulf-japan,corridor,The UAE supplies roughly 44% of Japan’s crude imports and Saudi Arabia 40%.,40,percent,before the 2026 closure,orfJapan,"The United Arab Emirates (UAE) alone accounts for roughly 44percent of Japan’s crude imports, followed by Saudi Arabia (40 percent), Kuwait (7 percent) and Qatar (4 percent).",auto,2026-09-14,The article (April 2026) does not date the shares; they describe the pre-closure pattern.
korea-crude-hormuz-60,baseline,crude-gulf-korea,corridor,"Over 60% of South Korea’s pre-war crude imports (January 2025–February 2026) transited Hormuz, the large majority from Saudi Arabia.",60%,share,2025-01/2026-02,vortexaKorea,"with over 60% of pre-war average (Jan 2025 - Feb 2026) imports transiting the Strait of Hormuz , the large majority from Saudi Arabia",auto,2026-09-14,
yanbu-korea-830,current,crude-gulf-korea|crude-yanbu-europe,corridor,"In Q2 2026 South Korea and China were the joint-largest buyers of Yanbu crude, at about 830 kbd each.",830,kbd,2026 Q2,vortexaKorea,"Yanbu seaborne crude liftings climbed to 4.2mbd in Q2 2026, more than triple y-o-y, with South Korea and China the joint-largest recipients of exports at ~830kbd each (>20% of Q2 Yanbu crude exports).",auto,2026-09-14,
sidi-kerir-europe,current,crude-yanbu-europe,corridor,"Exports from Egypt’s Sidi Kerir, fed with Saudi crude through SUMED, more than doubled to about 2.3 mn bbl/d in August 2026.",2.3,mn bbl/d,2026-08,enterpriseSidiKerir,"Crude exports from Egypt’s Sidi Kerir more than doubled to around 2.3 mn bbl / d in August from some 1 mn bbl / d in July, with Saudi barrels accounting for most of the increase",auto,2026-09-14,The same article: “Most Saudi crude leaving Sidi Kerir is heading to Europe and the US”.
sidi-kerir-destinations,current,crude-yanbu-europe,corridor,Most Saudi crude leaving Sidi Kerir heads to Europe and the US.,,,2026-08,enterpriseSidiKerir,Most Saudi crude leaving Sidi Kerir is heading to Europe and the US,auto,2026-09-14,
ew-pipeline-shut,current,petroline|crude-yanbu-europe,status,Saudi Aramco shut its 7mn b/d East-West crude pipeline in September 2026 after drone attacks originating in Iraq.,7mn,b/d,2026-09-11,argusEWshut,"State-owned Saudi Aramco has shut down its 7mn b/d East-West crude pipeline, Saudi Arabia's primary conduit for exporting crude since the start of the US-Iran war, following drone attacks originating in Iraq, Riyadh said on Friday.",auto,2026-09-14,
houthi-saudi-blockade,current,babElMandeb|crude-yanbu-europe,status,Yemen’s Houthis announced a naval blockade of Saudi Arabia in July 2026; tankers carrying Saudi crude from Yanbu to Asia reversed course.,,,2026-07,ajBabMandeb,Two tankers carrying Saudi crude to Asia have reversed course in the Red Sea after Yemen’s Houthis announced a blockade of Saudi ports,auto,2026-09-14,
fujairah-india-flows,current,crude-fujairah-india|adcop,corridor,"In April 2026, weekly UAE-to-India crude flows stayed at 0.40–0.55 mbpd, almost all loaded at Fujairah.",0.55,mbpd,2026-04,axsIndia,"Weekly UAE-to-India crude flows remained in the 0.40–0.55 mbpd range, but almost all volumes loaded through Fujairah, while Hormuz-side liftings fell effectively to zero through most of the month.",auto,2026-09-14,
russia-india-discharges,baseline,crude-russia-baltic-india|crude-blacksea-india,corridor,"Russian crude discharges in India stabilised at about 1.2 mb/d from December 2025, 32% below the 2024–2025 average.",1.2,mb/d,2025-12/2026-02,kseFeb26,"Since December 2025, Russian crude oil discharges in India have stabilized at ~1.2 mb/d, 32% below the 2024-2025 average, with Saudi Arabia overtaking Russia as India’s leading supplier in the first half of February 2026.",auto,2026-09-14,All Russian ports combined; the source does not split Baltic and Black Sea loadings.
russia-india-april-2026,current,crude-russia-baltic-india|crude-blacksea-india,corridor,"India’s imports of Russian crude rose to between two million and 2.25 million barrels per day in April 2026, according to petroleum minister Hardeep Singh Puri.",2.25,million barrels per day,2026-04,bairdIndiaRu,"India's importation of Russian crude increased to between two million and 2.25 million barrels per day in April 2026, the country's petroleum minister Hardeep Singh Puri told local media recently.",auto,2026-09-14,
us-distillate-netherlands,baseline,products-usgulf-europe,corridor,"US distillate exports to the Netherlands averaged 98,000 b/d in 2025.","98,000",b/d,2025,hpUsFuels,"Distillate exports to the Netherlands decreased by 5,000 b/d (5%), falling to 98,000 b/d.",auto,2026-09-14,
us-distillate-uk-record,baseline,products-usgulf-europe,corridor,"US distillate exports to the United Kingdom set a record annual average of 89,000 b/d in 2025.","89,000",b/d,2025,hpUsFuels,"The United Kingdom set a record on an annual average basis in 2025, increasing to 89,000 b/d and rising above the previous record of 81,000 b/d set in 2024.",auto,2026-09-14,
turkey-diesel-russia-85,baseline,products-russia-turkey,corridor,"About 85% of Turkey’s diesel imports, 11.6 million tonnes, came from Russia in 2025.",11.6,million tonnes,2025,agbiTurkey,In 2025 about 85 percent (11.6 million tonnes) of Turkey’s diesel imports came from Russia.,auto,2026-09-14,
turkey-diesel-june-2026,current,products-russia-turkey,status,"Turkey’s imports of Russian diesel fell from 1.1 million tonnes in May 2026 to 716,000 tonnes in June, before Moscow halted diesel exports in July.","716,000",tonnes,2026-06,agbiTurkey,"In May, Turkey imported 1.1 million tonnes of Russian diesel, according to S&P Global. After the Ukrainian strikes on Russian refineries, this fell to 716,000 tonnes in June.",auto,2026-09-14,
russia-diesel-ban-july,current,products-russia-turkey,policy,Moscow announced on 8 July 2026 that it was halting diesel exports until the end of the month.,,,2026-07,agbiTurkey,"Moscow announced on July 8 that it was halting outbound shipments of diesel until the end of the month, in response to Ukrainian attacks damaging its energy infrastructure.",auto,2026-09-14,
qatar-europe-2023,baseline,lng-qatar-europe,corridor,"Qatar delivered 15.1 million tonnes of LNG to Europe in 2023, 19% of its exports, almost exclusively via the Suez Canal.",15.1,million tonnes,2023,lnghubQatarEU,"In 2023, Qatar exported 79.8 million tonnes of LNG, of which 15.1 million tonnes (19%) were delivered to Europe, almost exclusively via the Suez Canal.",auto,2026-09-14,Before the Red Sea attacks pushed gas carriers around the Cape.
italy-qatar-33,baseline,lng-qatar-europe,corridor,"Italy, Europe’s most Qatar-dependent LNG buyer, took 33% of its 2025 LNG imports from Qatar.",33%,share,2025,ieefaEuLng,"Italy is more reliant on Qatari LNG than any other European country, with 33% of its 2025 LNG imports from Qatar.",auto,2026-09-14,
europe-qatar-q1-2026,current,lng-qatar-europe,status,Europe’s imports of Qatari LNG fell in Q1 2026 as the Hormuz closure from early March limited Qatari exports.,,,2026 Q1,ieefaEuLng,"Europe’s imports of Qatari LNG fell in the first quarter (Q1) of 2026, with the effective closure of the Strait of Hormuz from early March limiting exports from the country.",auto,2026-09-14,
yamal-china-summer-2025,baseline,lng-yamal-china-nsr,corridor,"Of 56 Yamal LNG cargoes in June–August 2025, 8 went to China.",56,cargoes,2025-06/08,chnlYamal,"During the summer months, a total of 56 LNG cargo shipments were recorded from the Yamal LNG terminal. Of these, 5 voyages were directed to Kildin Island for transshipment, 8 shipments went to China, 2 to South Korea, and 1 to Taiwan.",auto,2026-09-14,
china-coal-indonesia-2025,baseline,coal-indonesia-china,corridor,"China imported 211 million tonnes of coal from Indonesia in 2025, down 12.26% (China customs).",211,million tonnes,2025,apbiChinaIndo,"China imported 211 million tonnes of coal from top supplier Indonesia in 2025, slumping 12.26% from the year-ago level, showed data from the General Administration of Customs (GAC).",auto,2026-09-14,
australia-coal-japan-30,baseline,coal-australia-japan,corridor,"Since China resumed buying, Japan represents just 30% of Australia’s coal exports.",30%,share,2024,ieefaAUcoal,"Since China’s coal trade resumed, the Japan market now represents just 30% of our coal exports.",auto,2026-09-14,
australia-coking-china-june-2026,current,coal-australia-china,corridor,Australian coking coal shipments to China surged 99% month on month to 2.93 million tonnes in June 2026.,2.93,million tonnes,2026-06,indexboxAuMet,"Shipments to China surged 99% month-on-month to 2.93 million tonnes, fueled by increased procurement amid domestic supply constraints, stronger demand from steel producers, and competitive pricing for Australian cargoes.",auto,2026-09-14,
